gene_id	ERR279692	ERR279673	ERR279674	ERR279675	ERR279676	ERR279677	ERR279678	ERR279679	ERR279680	ERR279681	ERR279682	ERR279683	ERR279685	ERR279684	ERR279686	ERR279687	ERR279688	ERR279689	ERR279690	ERR279691
WBGene00285104	33.79	20.03	25.94	26.02	24.1	30.21	24.06	31.14	19.78	11.77	16.34	9.59	9.41	11.02	13.15	19.53	12.85	18.55	23.63	19.29
WBGene00285107	15.36	17.06	14.92	16.46	2.41	4.25	3.25	0.83	0.73	0.5	0.9	1.27	0.22	1.73	1.58	2.83	1.79	0.92	0.82	2.05
WBGene00285108	15.03	9.16	12.14	13.12	9.78	11	7.66	16.75	13.06	6.81	7.34	6.69	5.28	4.83	8.45	11.71	8.16	11.45	12.71	14.27
WBGene00285109	4.14	5.47	6.07	6.13	7.44	10.18	9.67	17.05	11.98	1.45	4.6	0.39	0.8	0.9	1.61	3.66	1.24	8.29	12.55	18.28
WBGene00285110	40.79	28.66	31.6	25.99	21.97	28.01	29.21	26.55	18.55	11.6	22.63	10.35	15.26	18.65	15.42	30.28	18.19	10.28	11.56	15.14
WBGene00285111	33.13	7.7	12.03	11.01	24.75	28.92	24.79	16.94	12.55	22.31	31.81	2.31	2.76	2.88	28.6	45.71	29.25	9.51	11.41	12.01
WBGene00285112	0.23	0.14	0.18	0.47	2.38	1.92	1.73	0.99	0.71	4.54	3.04	0.56	0.99	0.69	6.65	8.37	7.39	1.23	2.18	2.09
WBGene00285113	0	0	0	0.64	0	3.12	0.92	0.76	0.44	3.64	6.17	0.78	0	0	10.75	14.26	11.92	0.56	0	1.88
WBGene00285115	0.9	0.33	0.53	1.12	16.31	17.72	12.18	36.5	25.84	4.79	3.96	0.98	1.12	1.1	7.64	7.82	7.17	20.39	26.06	24.15
WBGene00285116	130.59	82.03	107.98	108.37	95.39	121.34	88.53	110.88	74.44	68.12	73.97	30.57	22.62	29.3	102.18	131.08	93.34	57.28	77.29	72.22
WBGene00285117	490.2	538.97	722.25	549.57	170.56	204.35	132.06	82.54	73.97	28.99	32.82	495.43	707.5	742.39	29.68	35.22	28.26	52.28	91.78	64.26
WBGene00285118	168.65	114.3	198.41	145.53	77.39	90.92	66.65	47.41	42.22	19.91	21.84	207.95	277.74	261.19	17.61	21.34	15.71	24.65	39.79	33.89
WBGene00285119	29.71	16.46	28.29	22.36	56.36	67.84	48.85	103.9	73.35	7.32	8.05	4.55	4.97	6.43	6.28	8.69	6.84	34.05	50.89	58.03
WBGene00285120	194.43	149.88	146.32	123.11	64.55	75	86.46	106.23	70.35	18.72	43.24	16.24	23.84	26.31	16.14	49.28	19.98	35.18	63.81	92.39
WBGene00285121	81	54.19	78.03	59.48	74.9	80.21	60.38	98.83	59.66	42.1	40.82	18.63	14.97	24.97	24.26	42.63	27.63	43.33	52.06	58.13
WBGene00285122	30.15	52.24	59.72	50.49	29.65	39.1	28.86	33.19	22.8	17.22	27.92	0.53	0.49	0.54	22.94	45.69	24.09	24.31	29.1	37.2
WBGene00285123	866.7	737.78	789.75	650.43	240.07	333.55	277.2	271.66	164.06	144.05	198.12	70.04	108.44	132.44	152.43	322.34	163.98	187.3	223.67	307.86
WBGene00285124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00285125	72.32	21.97	37.18	35.99	15	24.2	19.03	14.07	15.03	8.7	16.25	8.15	6.78	10.54	7.17	16.21	11.1	9.56	12.35	17.46
WBGene00285127	0.98	0.58	0.78	1.57	0.77	1.27	0.56	1.24	0.54	0.37	0.34	0.32	0	0.32	1.69	2.38	1.01	2.3	1.43	0.77
WBGene00285128	0.4	0.08	0.21	0.11	0	0	0.15	0.12	0	0	0.14	0	0.07	0.26	0.2	0.11	0.14	0.19	0.08	0.1
WBGene00285131	86.71	46.68	59.83	45.9	57.41	71.28	56.51	76.11	49.26	21.8	34.27	17.5	16.73	20.15	27.13	43.71	26.35	37.1	47.36	50.08
WBGene00285132	44.36	18.01	21.64	17.16	24.4	29.64	23.97	18.28	13.83	15.12	17.38	14.56	10.51	14.2	15.39	29.76	19.43	9.54	9.64	13.61
WBGene00285135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00285136	34.28	42.15	41.53	34.84	29.9	29.67	27.29	35.79	19.66	15.68	25.63	11.2	10.67	13.03	29.93	36.2	25.66	22.84	27.2	26.82
WBGene00285137	36.47	21.08	26.39	23.64	25.9	29.47	21.96	54.01	43.48	7.27	11.6	14.14	12.24	11.81	9.52	14.3	8.78	28.11	34.72	36.82
WBGene00285138	33.13	24.07	29.76	29.78	9.82	11.74	8.72	25.06	18.46	3.91	4.17	4.86	5.03	4.6	3.05	5.08	2.8	15.42	17.04	17.75
WBGene00285139	29.74	7.02	14.83	11.55	30.77	41.55	29.46	32.98	20.18	15.13	16.24	4.4	4.4	4.62	13.77	22.14	13.14	18.71	23.68	24.67
WBGene00285140	2.5	1.12	1.56	1.1	1.29	1.53	1.57	2.92	1.56	0.92	1.11	0.64	0.46	0.58	1.59	2.07	1.11	1.89	2.63	2.46
WBGene00285141	5.67	3.26	3.91	4.03	8.15	9.36	7.5	18.5	11.86	1.53	1.85	1.05	1.24	1.42	1.79	3.15	1.94	7.9	9.75	11.24
WBGene00285142	60.31	22.51	27.64	28.5	33.62	38.24	30.33	53.14	37.68	12.33	16.89	9.69	9.12	9.77	14.16	23.85	14.96	33.3	38.53	42.79
WBGene00285143	857.21	1770.24	3167.04	2102.74	1003.01	1289.96	1008.77	761.19	636.24	235.36	257.39	2986.85	3704.62	3715.89	129.72	192.29	112.98	275.49	454.95	410.24
WBGene00285144	90.37	74.26	114.65	77.41	5.32	6.06	3.05	5.05	5.12	0.74	1.37	11.91	14.31	19.7	0.92	1.15	1.19	4.01	4.57	3.9
WBGene00285145	255.11	446.68	432.35	363.94	86.12	121.17	103.26	97.67	86.4	20.98	26.16	400.51	437.95	453.92	21.1	23.92	20.33	59.39	88.73	91.14
WBGene00285146	21.23	51.33	48.13	42.98	3.68	4.66	4.14	6.08	5.18	1.15	2.16	4.88	4.2	4.97	1.63	4.25	1.8	5.43	6.81	5.77
WBGene00285147	17.92	15	23.25	19.2	20.19	24.4	15.95	35.63	23.59	7.35	6.35	7.25	6.76	7.67	5.01	7.93	5.42	15.31	20.49	21.77
WBGene00285148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00285151	483.5	250.3	360.38	288.14	190.03	237.68	181.27	210.83	156.1	83.45	133.77	35.86	54.08	67.49	80.26	145.9	89.87	96.8	117.67	150.61
WBGene00285152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00285154	42.15	24.28	33.33	24.69	19.85	25.61	20.05	27.17	14.54	10.78	12.69	5.67	6.26	7.45	11.23	15.21	11.07	12.76	19.37	16.18
WBGene00285155	115.38	67.69	83.59	64.6	69.24	85.49	66.44	63.62	38.14	49.93	61.93	26.37	24.74	24.76	52.79	76.27	50.87	28.99	43.25	43.69
WBGene00285156	20.34	11.93	13.62	11.34	14.95	18.41	13.26	16.56	11.82	8.41	13.8	6.58	4.77	5.79	11.32	18.97	11.85	7.14	9.03	10.49
WBGene00285157	61.4	107.33	130.73	78.69	17.94	24.68	18.86	16.43	11.04	7.24	10.13	5.24	4.56	5.01	8.76	14.58	9.95	7.78	9.94	11.8
WBGene00285158	136.88	86.42	125.6	90.08	86.65	98.84	76.97	97.87	61.56	33.16	49.41	40.04	32.49	38.64	25.69	56.87	29.72	39.65	59.94	63.72
WBGene00285159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00285160	0.34	0.2	0	0.81	1.32	1.3	1.34	1.59	0.19	0	0.34	0.33	0.5	0.33	0.35	0.54	0	1.18	1.26	2.1
WBGene00285161	1.02	8.14	13.36	16.34	41.33	43.65	32.96	45.38	27.39	27.45	25.65	1.48	3.31	4.54	36.84	49.93	39.24	35.21	44.43	47.12
WBGene00285162	0	0.82	1.3	1.52	13.22	15.86	10.41	28.95	18.2	5.03	3.57	0.25	0.32	0.12	8.74	8.49	6.87	27.33	32.79	27.21
WBGene00285163	5.98	0.91	1.53	2.16	1.51	3.18	2.86	4.19	3.09	0.95	1.38	0.19	0.38	0.57	2.38	3.42	1.87	8.4	6.03	4.97
WBGene00285164	28.21	6.18	8.56	3.93	1.54	2.54	1.87	1.24	1.09	0.62	0.84	1.59	0.98	0.65	2.7	2.91	1.17	0.69	1.23	2.05
WBGene00285165	44.75	34.36	47.64	43.28	74.64	83.01	68.12	167.26	121.18	12.58	20.4	12.25	13.33	15.43	10.97	20.3	12.46	54.37	74.9	81.55
WBGene00285166	60.33	36.97	50.08	41.24	45.69	59.8	44.65	62.14	46.78	25.92	36.2	18.67	18.25	18.01	32.95	46.37	30.07	35.37	51.04	43.65
WBGene00285167	14.5	5.63	11.61	10.17	4.85	9.6	4.43	10.68	8.39	2.2	2.53	3.59	4.14	2.96	1.45	2.42	2.17	6.46	8.84	7.18
WBGene00285168	8.4	1.51	3.54	2.62	1.44	2.01	1.28	2.41	1.68	0.33	0.37	3.87	4.3	4.72	0.29	0.13	0.2	1.57	1.9	1.56
WBGene00285169	60.79	3.1	6.55	4.21	1.33	3.65	1.39	3.55	3.53	1.14	0.87	1.64	1.5	0.19	1.45	2.73	2.6	2.77	4.23	3.82
WBGene00285170	44.79	33.36	47.38	42.1	36.84	45.7	33.79	57.45	39.89	15.82	19.62	10.94	13.88	14.38	14.5	25.2	14.14	33.9	39.81	40.19
WBGene00285171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00285172	76.33	49.84	67.79	51.73	54.13	65.51	54.78	96.06	62.68	21.68	26.96	21.75	25.28	26.56	20.31	29.95	21.45	47.92	60.95	74.05
WBGene00285173	46.88	109.92	131.69	96.11	13.03	15.83	10.16	26.72	18.43	2.98	3.5	1.77	2.44	2.26	3.87	6.21	3.66	14.28	16.68	18.83
WBGene00285175	20.7	11.89	11.23	9.68	9.64	13.6	11.15	18.22	12.19	4.29	4.61	2.43	2.89	3.33	3.61	7.12	4.65	10.52	12.39	13.04
WBGene00285176	14.59	6.46	8.25	7.36	14.91	17.81	12.38	18.53	12.8	6.33	8.32	3.96	4.04	4.13	4.93	9.3	5.19	8.97	15.12	12.82
WBGene00285177	56.82	33.89	46.9	40.52	48.73	52.13	42.52	78.95	49.43	16.34	21.86	16.36	15.77	17.89	21.33	34.6	22.12	55.5	69.19	68.37
WBGene00285178	120.35	84.96	141.09	99.09	58.76	69.14	46.82	39.24	36.9	8.76	8.79	202.96	190.49	201.63	7.69	8.45	7.03	22.68	36.5	26.96
WBGene00285179	0.35	0.16	0.63	0.42	9.08	7.63	7.61	23.03	14.89	0.17	0.09	0.17	0.22	0.17	0.09	0.29	0.05	11.11	14.7	13.25
WBGene00285181	15.9	3.51	10.21	9.52	7.79	10.59	5.1	17.8	9.87	1.5	1.52	0.96	3.46	1.96	5.11	2.4	1.02	25.1	16.13	18.6
WBGene00285182	48.31	23.42	39.79	30.38	195.89	243.85	157.88	448.39	312.87	72.38	68.47	7.21	11.05	11.32	49.66	71.87	44.13	136.59	164.8	179.35
WBGene00285183	354.48	163.17	223.1	161.37	101.04	117.44	85.17	87.09	64.39	46.68	45.08	158.93	137.63	155.47	35.99	46.82	36.53	40.29	54.79	52.93
WBGene00285184	0	1.41	0.9	2	56.06	55.38	44.13	182.66	127.56	0.09	0.12	0.22	0.34	0.11	0	0.09	0	84.22	108.49	97
WBGene00285185	101.01	79.99	58.18	67.82	38.8	47.33	37.73	29.65	22.88	22.74	43.11	39.46	42.6	50.06	37.48	53.39	38.63	23.01	35.93	39.14
WBGene00285186	57.12	41.35	45.77	42.8	70.56	71.29	63.54	115.92	85.32	22.35	26.5	9.39	10.89	13.39	31.49	43.85	29.65	50.27	66.81	77.2
WBGene00285187	36.23	25.12	36.37	31.49	27.46	36.28	25.6	25.6	22.2	12.67	17.3	7.89	7.92	10.01	11.68	19.18	10.04	13.42	19.87	20.65
WBGene00285188	36.22	15.39	18.95	17.12	17.23	22.87	22.69	15.8	7.75	11.29	24.51	4.01	3.32	4.26	11.39	19.46	13.26	5.94	9.9	13.64
WBGene00285189	4.26	1.43	2.17	1.21	0.48	0.29	0.17	0	0.17	0.11	0.16	1.77	0.91	2.1	0	0.49	0.31	0.21	0	0.24
WBGene00285190	59	29.88	30.29	27.39	23.36	30.2	22.36	4.09	3.1	28.58	32.52	13.83	14.82	16.93	34.4	45.7	31.8	2.57	4.2	3.39
WBGene00285191	11.94	8.95	12.01	11.61	13.1	12.83	10.63	15.15	9.1	8.28	8.99	3.99	5.18	4.27	10.15	13.82	9.2	7.31	12.33	11.51
WBGene00285192	33.99	23.86	27.79	22.86	21.11	26.32	22.22	24.61	17.13	12.92	16.81	8.29	9.1	10.26	10.89	17.73	10.81	10.53	15.87	16.25
WBGene00285194	4.85	1.23	0.81	1.43	3.16	3.81	2.24	4.03	2.68	1.89	2.56	0.19	0.41	0.57	3.12	2.7	2.48	2.52	3.54	3.37
WBGene00285196	0.97	0	0.77	3.1	27.92	32.63	21.22	72.68	45.55	1.96	0.66	0	0.16	0	2.66	2.61	2.15	29.09	39.84	37.89
WBGene00285197	50.7	40.46	53.61	44.22	83.92	100.58	78.98	155.81	102.83	25.8	42.47	14.23	19.58	23.83	21.73	36.44	24.68	49.39	71.18	82.01
WBGene00285198	27.31	17.39	22.34	18.9	38.73	40.85	28.15	63.87	41.11	18.18	15.9	8.55	8.64	6.68	18.99	29.01	18.47	35.12	46.53	40.4
WBGene00285200	7.65	7.01	5.38	8.14	10.33	11.53	11.38	12.42	10.55	5.13	5.65	5.34	9.3	8.37	5.02	10.62	6.08	12.82	13.8	12.93
WBGene00285201	27.34	8.73	10.18	9.44	7.05	12.82	8.85	3.49	2.24	6.4	9.74	7.68	6.67	8.16	9.7	20.05	9.83	4.7	5.29	6.19
WBGene00285203	1102.25	1069.88	970.97	892.65	438.26	601.17	558.27	363.4	270.94	269.7	456.74	358.1	459.74	527.46	273.78	597.64	314.4	216.97	282.9	407.03
WBGene00285204	1.7	0.4	0.27	0.54	3.37	3.51	2.9	6.51	3.19	0.6	0.46	0.33	0.9	0.67	0.87	1.28	0.46	3.81	4.24	4.77
WBGene00285205	99.75	122.02	163.79	118.51	295.43	359.27	251.7	602.98	480.53	74.94	86.91	100.56	86.14	97.18	57.95	96.53	58.26	215.25	343.22	400.91
WBGene00285206	24.93	13.14	16.61	14.62	24.1	30.36	25.14	38.11	24.98	14.41	16.02	6.61	6.91	7.23	12.63	20.5	14	16.27	22.97	27.84
WBGene00285207	10.89	8.4	9.39	7.56	8.96	9.18	6.33	12.12	8.23	3.25	3.45	1.26	0.76	0.54	3.14	4.48	3.06	4.2	8.03	8.5
WBGene00285208	2.78	0.73	0.98	2.71	1.45	0.3	1.06	2.33	2.05	0.82	0.32	0.3	0.46	1.22	0.79	1.25	0.63	3.47	2.7	2.41
WBGene00285209	44.75	19.22	22.07	17.75	16.9	26.77	16.73	21.69	18.27	7.05	12.31	4	4.26	3.79	9.9	16.84	9.15	10.13	11.96	16.22
WBGene00285210	1.01	0.82	1.1	1.51	1.49	2.33	1.37	5.01	3.91	0.53	0.97	0.37	0.19	0.12	0.52	0.71	0.65	3.11	3.32	3.65
WBGene00285211	2.36	0.2	0.67	0.4	1.19	0.82	0.1	0.16	0.28	0.7	0.52	0	0.08	0.17	0.87	1.5	0.52	0.47	0	0.26
WBGene00285212	13.98	1.37	7.37	5.58	6.09	12.04	3.54	5.86	2.57	3.52	3.97	1.5	1.16	0.76	5.59	12.52	5.16	4.36	5.33	6.66
WBGene00285213	15.23	8.53	14.6	13.62	13.96	13.14	10.86	25.35	16.89	3.55	3.4	1.53	1.61	1.88	3.94	4.7	3.49	16.99	25.67	19.87
WBGene00285214	103.31	67.91	100.48	82.33	91.49	118.66	97.87	134.02	102.86	38.47	55.95	22.81	25.61	26.93	47.69	77.37	47.77	65.48	99.01	97.9
WBGene00285215	41.16	13.27	17.81	19.53	17.96	24.08	15.27	18.31	13.07	8.36	12.91	8.64	11.59	13.38	12.78	18.78	14.68	17.44	17.22	20.3
WBGene00285216	46.37	32.28	44.19	32.92	21.26	25.58	18.59	23.16	18.2	11.07	16.59	6.73	8.75	11.55	15.45	25.41	16.02	13.63	20.6	18.59
WBGene00285217	7.05	4.26	6.54	6.83	13.26	17.12	11.94	29.6	25.46	3.58	4.23	1.45	1.36	1.57	5.6	7.57	5.71	19.52	23.53	24.05
WBGene00285218	10.19	3	4.31	6.24	9.08	9.4	6.7	13.44	8.56	4.83	4.4	4.92	7.24	7.34	6.14	7.23	5.3	9.06	12.53	10.69
WBGene00285219	1.76	0.75	1.77	0.89	2.01	1.4	1.37	3.77	3.09	0.18	0.08	0.15	0	0	0.33	0.77	0.33	3.82	4.5	4.87
WBGene00285220	44.43	19.15	29.91	29.55	35.37	43.61	28.94	39.5	30.26	28.27	25.03	14.21	11.51	13.22	29.97	36.74	24.3	25.17	34.61	30.33
WBGene00285221	0.22	0.13	0	0.17	2.71	2.3	1.84	5.5	5.24	0	0	0	0	0	0	0	0.11	3.33	4.85	3.37
WBGene00285222	12.69	6.16	7.96	7.2	11.44	13.79	9.85	16.05	10.59	5.26	7.43	3.42	4.23	4.59	8.82	12.24	8.28	8.13	9.83	10.93
WBGene00285223	147.09	81.39	102.58	83.19	73	95.18	72.32	67.09	44.76	32.46	41.63	37.6	34.17	41.78	28.12	49.14	32.5	27.8	36.14	43.03
WBGene00285224	8	1.74	2.79	3.32	4.72	5.64	3.17	3.72	3.04	3.37	2.5	3.82	3.75	2.81	3.79	4.4	4.22	3.28	4.38	3.69
WBGene00285225	31.77	19.64	25.06	21.54	54.97	67.89	49.83	143.52	97.59	9.95	11.35	6.07	6.05	7.18	10.08	14.99	9.82	45.14	65.15	70.87
WBGene00285226	60.59	37.23	55.14	44.79	33.81	41.53	31.17	27.74	20.4	22.18	23.06	19.77	19	18.66	24.67	31.61	23.62	22.67	27.29	23.24
WBGene00285227	54.06	39.22	44.04	40.01	32.62	36.88	34.29	31.14	22.96	21.59	36.77	19.19	13.47	15.22	31.36	53.31	32.3	17.2	25.82	26.4
WBGene00285228	29.39	24.26	31.83	24.01	29.38	43.28	31.25	40.81	29.23	24.2	29.82	6.26	6.22	6.84	28.19	34.88	26.13	21.11	26.44	27.62
WBGene00285229	92.2	59.25	78.51	73.16	86.17	91.16	82.63	167.58	106.68	30.24	40.85	15.88	19.13	21.69	35.02	55.52	35.58	75.19	94.41	97.56
WBGene00285230	31	20.67	33.4	26.72	26.6	32.64	22.86	33.49	26.71	10.74	14.2	5.15	6.08	8.22	9.94	15.72	10.14	17.33	21.89	23.69
WBGene00285231	49.29	29.96	37.31	30.43	28.44	36.94	28.46	45.99	31.11	16.28	15.26	16.65	12.16	15.4	10.34	20.98	11.49	20.39	27.01	25.43
WBGene00285232	9.89	31.61	27.46	35.12	0.33	0.41	0.6	0.99	1.05	0.32	0.22	0	0.21	0.41	0.43	0.34	0.43	1.03	0.39	1.15
WBGene00285234	37.69	22.12	31.26	24.2	59.5	74.59	54.82	50.59	36.65	63.06	77.58	8.79	11.02	12.98	61.11	89.66	64.05	28.3	34.49	36.09
WBGene00285236	24.94	7.94	9.97	8.45	12.39	13.63	10.9	22.56	13.36	5.15	6.67	4.63	5.34	5.43	9.54	13.21	8.15	23.1	24.36	24.77
WBGene00285237	67.16	34.04	41.32	32.35	50.72	65.99	54.3	131.36	83.59	10.95	13.77	13.57	12.57	13.68	10.1	14.97	11	43.4	61.18	70.82
WBGene00285239	25.98	13.41	14.44	14.45	9.57	10.66	10.16	8.08	5.21	4.35	5.85	7.95	7.88	8.36	7.17	11.38	6.73	5.23	7.35	7.03
WBGene00285240	0	1.6	2.58	2.61	1.71	6.86	2.79	4.62	3.91	1.23	0.56	1.58	0.81	2.68	0.84	3.07	0.84	4.21	7.15	10.2
WBGene00285241	72.86	34.74	44.99	33.51	51.87	67.24	53.47	102.08	68.48	15.3	22.13	15.35	12.13	15.97	17.52	29.22	16.27	45.29	63.1	69.02
WBGene00285242	90.97	55.32	72.63	66.18	44.17	50.9	39.95	52.31	34.35	24.21	22.18	24.06	28.48	27.31	20.98	33.22	20.46	24.16	36.24	34.22
WBGene00285243	41.85	22.19	33.28	30.45	59.71	73.59	53.69	33.61	24.54	67.96	63.91	11.56	13.51	15.43	58.89	99.1	58.48	27.28	26.21	30.98
WBGene00285244	293.7	229.84	208.77	191.52	97.28	111.58	89.17	97.53	64.66	51.03	87.09	148.65	161.56	152.75	80.45	173.4	78.92	66.77	93.43	127.48
WBGene00285245	7.02	3.1	6.24	4.9	13.07	8.5	8.5	9.93	10.17	1.66	4.94	4.24	5.68	2.59	6.32	4.24	3.59	10.47	10.96	6.16
WBGene00285246	32.2	26.57	31.15	27.71	13.7	16.49	15.42	17.55	12.29	7.89	10.86	6.18	6.14	5.73	10.51	20.16	9.8	14.51	16.05	19.33
WBGene00285247	73.21	34.15	48.45	42.32	37.01	42.4	30.09	46.08	32.69	8.93	11.96	9.48	9.17	11.07	10.41	13.92	10.1	17.31	24.99	26.32
WBGene00285248	57.17	17.07	21.65	26.67	26.68	31.69	23.43	35.27	25.38	14.79	14.5	10.03	10.14	10.47	18.73	27.93	18.12	22.14	26.57	25.38
WBGene00285249	12.65	8.44	9.27	7.4	6.09	9.09	6.72	6.88	4.75	3.56	5.6	2.02	1.7	2.13	3.96	5.38	3.95	3.24	4.28	3.77
WBGene00285250	40.51	12.11	13.57	14.7	15.26	19.88	14.93	21.67	13.17	6.51	8.92	10.66	9.87	11.81	8.7	13.38	7.95	9.72	14.91	15.09
WBGene00285251	30.12	15.7	20.07	16.89	32.95	38.34	31.79	64.12	45.02	6.76	10.06	4.64	3.82	5.21	7.43	12.96	7.1	25.59	38.45	46
WBGene00285252	12.91	7.34	10.11	8.6	15.94	15.26	14.1	26.43	16.29	4.97	7.86	0.85	0.91	1.43	5.02	8.53	5.41	7.73	11.33	12.48
WBGene00285253	47.74	25.39	34.47	28.66	36.08	39.64	31.93	24.76	17.31	21.53	29.04	8.26	11.48	12.38	25.05	34.94	23.46	15.85	18.68	19.43
WBGene00285254	117.13	85.65	110.58	84.16	57.63	71	56.49	72.4	48.31	24.44	37.36	25.73	25.33	30.24	26.13	42.49	25.39	23.59	31.64	39.29
WBGene00285255	1.15	0.9	1.06	1.22	26.8	24.44	16.22	69.73	44.58	2.74	4.3	0.55	0.95	0.75	6.68	7.7	5.56	28.96	31.26	34.88
WBGene00285256	4.13	2.73	3.47	4.94	9.3	9.5	8.67	20.92	15.94	10.32	6.86	1.25	1.41	0.76	15.25	16.01	9.75	12.31	14.98	14.69
WBGene00285257	47.81	41.97	59.55	45.73	43.42	54.2	38.24	31.99	21.4	35.84	42.95	16.75	26.48	31.53	24.3	40.58	26	15.13	15.55	21.04
WBGene00285258	103.1	66.4	91.45	70.76	66.16	94.96	58.66	70.65	50.92	35.73	45.63	29.09	24.56	29.62	24.1	42.14	26.27	26.24	40.04	43.64
WBGene00285260	15.44	9.1	14.5	16.57	29.89	39.75	28.05	26.85	9.59	26.97	29.37	8.4	11.29	8.08	31.26	46.29	35.51	20.32	18.38	24.47
WBGene00285261	0	0	0.61	0.61	0.9	0.74	0.87	2.17	1.91	0	0.59	0	0	0	0	0.62	0.2	0.27	0	0.6
WBGene00285262	55.79	30.02	44.63	37.58	82.17	97.09	63.95	153.75	115.36	17.01	19.77	19.71	18.49	16.88	23.63	29.66	18.71	78.71	103.55	97.84
WBGene00285263	1.34	0	0.53	1.07	7.34	8.43	5.34	20.82	19.19	0.25	0.68	0	0.67	0	0.34	0	0.68	7.98	14.2	12
WBGene00285264	2.87	0.96	1.57	1.21	43.97	44.84	36.13	113.54	76.55	2.21	4.07	0.74	0.73	0.92	4.99	7.36	3.98	48.61	61.08	67.27
WBGene00285265	55.78	35.02	38.72	32.36	17.06	15.56	15.5	22.45	14.41	5.91	8	6.45	7.58	9.91	5.04	11.08	5.01	10.22	14.44	16.88
WBGene00285266	7.51	1.47	2.77	2.8	3.14	1.46	0.57	2.36	0	0.38	1.79	1.94	1	0	0.51	2.02	2.05	2.11	1.25	1.17
WBGene00285267	29.17	18.83	23.84	22.17	22.28	32.98	26.01	28.83	20.23	14.19	18.04	5.74	6.31	7.79	9.83	15.54	10.95	8.91	13.74	16.52
WBGene00285268	127.94	98.3	118.63	117.68	85.43	105.36	73.49	69.27	45.02	60.34	66.64	31.56	43.74	37.33	65.36	93.58	72.78	41.02	61.65	59.35
WBGene00285269	17.18	7.08	9.51	7.77	7.18	6.66	4.24	4.86	5.37	2.38	2.93	3.88	4.27	2.82	0.59	3.23	3.22	4.82	5.36	6.7
WBGene00285270	44.78	13.9	16.84	17.55	37.8	49.86	33.25	42.77	30.1	36.6	33.73	7.12	6.13	8.73	39.11	57.71	38.53	27.39	32.99	36.19
WBGene00285271	49.59	35.28	48.34	40.18	44.71	54.32	37.74	56.85	48.82	13.38	17.61	27.16	21.64	28.51	14.69	29.95	15.88	34.02	49.28	45.67
WBGene00285272	0	0	0	0	4.41	3.12	1.83	9.1	3.55	0	0	0	0	0	0	0	0	1.69	3.52	5.02
WBGene00285273	14.95	4.1	5.17	5.17	7.56	11.28	7.57	19.49	13.45	1.79	2.61	1.33	1.37	1.63	3.01	4.72	3.03	14.07	15.05	16.66
WBGene00285275	5.54	3.06	1.92	2.49	5.43	7.72	4.94	12.42	9.18	1.7	1.24	2.35	0.86	2.73	1.42	3.07	2.12	8.75	10.6	11.35
WBGene00285279	90.58	30.1	27.88	31.01	22.18	27.83	20.33	25.49	16.66	8.13	8.21	15.52	14.39	20.17	10.53	18.38	10.57	13.34	19.91	19.27
WBGene00285280	20.37	31.61	26.9	24.1	14.46	22.29	14.88	18.08	14.67	10.77	24.38	8.57	10.01	11.09	16.01	26.07	15.55	15.13	17.21	30.47
WBGene00285281	26.06	2.27	6.11	3.08	6.05	2.81	5.5	11.83	7.99	4.01	7.4	2.8	4.32	1.9	3.97	5.45	4.44	6.1	8.44	10.54
WBGene00285282	22.48	5.98	5.69	7.79	14.2	14.44	10.03	20.96	15.87	7.86	7.03	7.95	6.52	5.94	7.86	11.7	10.04	16.05	16.12	16.64
WBGene00285283	4.03	1.44	1.14	1.03	1.13	1.81	1.23	0.95	0.79	0.87	0.37	1.53	0.93	1.13	0.67	1.28	0.44	0.2	1.26	0.79
WBGene00285284	0	0	0.14	0.15	18.39	21.14	21.93	62.4	34.28	0.35	0	0.18	0.27	0	0.28	0.59	1.03	25.73	38.11	43.18
WBGene00285287	0.65	0	0	0	0.51	0	0.19	0	0.18	0.61	0.33	0	0.32	0	1.67	2.09	0.66	0	0	0
WBGene00285288	0.82	0.49	0.11	0	1.4	2.4	1.88	0.26	0.08	2.9	4.28	0	0	0	4.66	5.42	4.42	0.39	0.09	0.11
WBGene00285289	54.78	15.89	18.29	19.11	9.54	13.57	8.9	10.72	7.05	7.05	8.41	12.36	10.8	15.18	6.57	13.25	6.74	9.97	10.64	11.08
WBGene00285295	2.76	2.76	2.62	4.4	3.89	5.08	2.36	6.24	3.96	2.08	1.83	2.13	2.33	2.99	3.54	3.33	2.96	7.94	9.13	6.02
WBGene00285301	43.36	16.07	20.57	16.97	22.61	28.54	19.76	13.96	10.17	27.57	27.36	5.1	3.8	4.87	20.69	34.91	21.77	8.07	10.21	10.52
WBGene00285302	71.46	68.76	97.79	71.93	84.78	97.36	58.25	97.4	66.04	43.69	42.6	9.73	12.15	15.88	22.82	35.42	23.36	25.86	42.78	45.02
